fin	feature	left_context	kwic	right_context
kell	intervening		Le kellett trappolnom	az utcára.
kell	intervening		Ki kellene menni	az utcára...
kell	intervening		Fel kellene írni	a börtönök homlokzatára: A BŰNÖZŐKNEK MÁGNES VAN A SEGGÉBEN.
kell	intervening	-	Meg kell venni	ezt a házat.
kell	intervening		Le kellene ugrani	egy toronyról.
kell	intervening		Ki kellett üríteni	a boltot és fertőtleníteni.
kell	intervening	-	Alá kell írni	...
kell	intervening		Ki kell ugrani	.
kell	intervening		Ki kell ugrani	.
kell	intervening		Át kell néznünk	a házat.
kell	intervening		Vissza kell mennem	az orvoshoz.
kell	intervening		Meg kell oldani	helyette a kérdést.
kell	intervening		Ki kell mennem	az utcára pénzt kérni.
kell	intervening		Fel kell használnunk	.
kell	intervening		Bele kell kóstolnom	a megrázkódtató valóságba.
kell	intervening		Vissza kell menni	az emberig.
kell	intervening		El kell mondanom	...
kell	intervening		Meg kellene fordítani	a fogaskoszorút...
kell	intervening	-	El kell indulnom	.
kell	intervening		Meg kell nézned	ezeket a házakat.
kell	intervening		Meg kell néznem	a napfogyatkozást.
kell	intervening		Be kellett mennem	a faluba kenyérért...
kell	intervening		El kellett jönnünk	.
kell	intervening	-	Meg kell értened	...
kell	intervening		El kell válnunk	...
kell	intervening		Fel kellene menni	a telefonhoz...
kell	intervening		Meg kell dögleni	...
kell	intervening		Ott kellett volna maradni	.
kell	intervening		Le kellett vágni	könyékig...
kell	intervening		Meg kellett vennem	.
kell	intervening	-	El kellene vinni	egy csónakot Szárszóra.
kell	intervening	-	Meg kellene nézned	.
kell	intervening	-	Meg kellene csinálni	a tetőt.
kell	intervening		Le kell tennem	.
kell	intervening		Fel kell robbantani	ezt a bágyadt csendéletet.
kell	intervening		Fel kell robbantani	a második felvonás elejét.
kell	intervening		Be kell fejeznem	a jelenetet.
kell	intervening		Meg kell halnom	.
kell	intervening		Vissza kell vinnem	a gyermekeimet az Államokba...
kell	intervening		Vissza kellene csempésznem	a képeimet Európába.
kell	intervening		El kell menekülnöd	...
kell	intervening		El kell mennünk	innen.
kell	intervening		Meg kell ölnöm	őket.
kell	intervening		Meg kell ölnöm	a legjobb barátomat...
kell	intervening		Be kellene gyújtani	a sütőt a halak alatt.
kell	intervening		Meg kellene valakinek gyújtani	...
kell	intervening		Fel kellett építenem	.
kell	intervening		Össze kellene fognotok	.
kell	intervening		Szét kell verni	a pofájukat.
kell	intervening		Le kellett mennem	.
kell	intervening		Össze kell szedned	magadat újra.
kell	intervening		Meg kell tárgyalnom	a helyzetet a berendezőnővel.
kell	intervening		Vissza kell mennem	San Franciscóba.
kell	intervening		Ki kell dobni	őket.
kell	intervening		Fel kellene hívnom	Petit.
kell	intervening		Meg kellene simogatni	magának azt a paplant.
kell	intervening		Ki kell takarítani	.
kell	intervening		Be kell venni	a szövegbe a fiatalító kúrákat is.
kell	intervening		Meg kellene néznem	.
kell	intervening		Be kell mennem	a városba.
kell	intervening	-	Be kellene menni	.
kell	intervening		El kell indulnom	a szerkesztőségbe.
kell	intervening	-	Meg kellene javítani	egy tankot...
kell	intervening	-	Meg kellene javítani	egy tankot...
kell	intervening	-	Le kell szednem	ezt a kereket...
kell	intervening		Meg kellene nézni	...
kell	intervening	-	Meg kell értened	...
kell	intervening		Meg kell nézned	ezeket a házakat.
kell	intervening		Meg kell néznem	a napfogyatkozást.
kell	intervening		Be kellett mennem	a faluba kenyérért...
kell	intervening		El kellett jönnünk	.
kell	intervening		Ott kellett volna maradni	.
kell	intervening		El kellett búcsúznom	.
kell	intervening		Át kellett másznunk	a szomszéd kerítésén.
kell	intervening		El kell búcsúznom	.
kell	intervening		Meg kellene kérdezni	.
kell	intervening		Meg kellett volna néznem	az autóját.
kell	intervening		El kell égni	...
kell	intervening		Le kell győznöm	a szomorúságot.
kell	intervening		Meg kellene kérdezni	.
kell	intervening		Fel kellett darabolni	az állatokat.
kell	intervening		Vissza kell másznunk	a jelen időbe.
kell	intervening		El kell pusztulni	.
kell	intervening		Le kell mennem	a városba.
lehet	FIN INF		Lehet válogatni	.
lehet	FIN INF		Lehet nyomtalanul érkezni	és távozni.
lehet	FIN INF		Lehet nyomtalanul élni	is.
lehet	FIN INF		Lehet válogatni	.
lehet	FIN INF		Lehetne egy tanulmányt is készíteni	a bójákról.
lehet	FIN INF		Lehetne élni	a partján...
lehet	FIN INF		Lehetett hallani	.
lehet	FIN INF		Lehetne egy tanulmányt is készíteni	a bójákról.
lehet	FIN INF		Lehetett hallgatni	rá.
lehet	FIN INF		Lehet így bánni	a betegekkel?...
lehet	FIN INF		Lehetett hallani	régebben ilyesmit.
lehet	FIN INF		Lehetne hallgatni	.
lehet	FIN INF		Lehetett hallani	régebben ilyesmit.
lehet	FIN INF		Lehetett kóstolni	.
lehet	FIN INF		Lehet tapsolni	.
lehet	FIN INF		Lehet egyszerűbben is mondani	.
lehet	FIN INF		Lehetne itt élni	.
lehet	FIN INF		Lehet itt mindent mondani	: 1.
lehet	FIN INF		Lehet majd látni	.
lehet	FIN INF		Lehetett repetát is kérni	.
lehet	FIN INF	-	Lehet próbálni	a hang-effect-et.
lehet	FIN INF		Lehet képzelni	.
lehet	FIN INF		Lehetne megértést tanúsítani	.
lehet	FIN INF		Lehet nevetni	.
lehet	FIN INF		Lehet hallgatni	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF		Lehet rajtuk nevetni	.
lehet	FIN INF		Lehet most is fizetni	.
lehet	FIN INF		Lehet választani	...
lehet	FIN INF		Lehet hát vele beszélni	.
lehet	FIN INF		Lehet hozni	nekünk is a káposztát.
lehet	FIN INF		Lehetett vele akármit csinálni	.
lehet	FIN INF		Lehet még élni	kicsit.
lehet	FIN INF		Lehet színházat lengő trapézon is csinálni	.
lehet	FIN INF		Lehet választani	.
lehet	FIN INF		Lehet hivatkozni	: a város érdekében.
lehet	FIN INF		Lehetne közönséget is nevelni	.
lehet	FIN INF		Lehet magyarázni	az egyenlősdi okait.
lehet	FIN INF		Lehet magyarázkodni	.
lehet	FIN INF	-	Lehet válogatni	.
lehet	FIN INF	-	Lehet benne lakni	.
lehet	FIN INF		Lehet gondolkozni	...
lehet	FIN INF		Lehet rá számítani	...
lehet	FIN INF		Lehet kapni	érte lakást...
lehet	FIN INF		Lehet itt élni	.
lehet	FIN INF		Lehet rá számítani	...
lehet	FIN INF		Lehet gondolkozni	...
lehet	FIN INF		Lehet kapni	érte lakást...
lehet	FIN INF		Lehet újra / betűvel vetni	“.
lehet	FIN INF		Lehet -e vajon egy ilyen kereszt előtt imádkozni	: ez is egy dilemma.
lehet	FIN INF		Lehet újra kezdeni	megint az életet...
lehet	FIN INF		Lehet folytatni	.
lehet	FIN INF		Lehetne ebből egy földi lantot fusizni	...
lehet	FIN INF		Lehet -e vajon egy ilyen kereszt előtt imádkozni	: ez is egy dilemma.
lehet	FIN INF		Lehet újra kezdeni	megint az életet...
lehet	FIN INF		Lehet folytatni	.
lehet	FIN INF		Lehetne idézni	az egész verset.
lehet	FIN INF		Lehet -e vajon egy ilyen kereszt előtt imádkozni	: ez is egy dilemma.
lehet	FIN INF		Lehet újra kezdeni	megint az életet...
lehet	FIN INF		Lehet -e vajon egy ilyen kereszt előtt imádkozni	: ez is egy dilemma.
lehet	FIN INF		Lehet újra kezdeni	megint az életet...
lehet	FIN INF		Lehet vitázni	róla.
lehet	FIN INF		Lehetett volna szólni	.
lehet	FIN INF		Lehet vitázni	róla.
lehet	FIN INF		Lehet utálnunk	a magyart.
lehet	FIN INF		Lehet dolgozni	.
lehet	FIN INF		Lehet -e azt mondani	nőnek: Madame la Présidente ( a szokásos “ madame le président “ helyett ).
lehet	FIN INF		Lehetett rajta emberileg is mit fürkészni	.
lehet	FIN INF		Lehet visszafojtottan is harsogni	.
lehet	FIN INF		Lehetett vetni	.
lehet	FIN INF	-	Lehet már beszélni	vele.
lehet	FIN INF		Lehet előnyhöz jutni	itt is.
lehet	FIN INF		Lehetett tehát úgy is látni	: a kéz fölfelé nyúl.
lehet	FIN INF		Lehetett tehát úgy is látni	: a kéz fölfelé nyúl.
lehet	FIN INF		Lehet velem beszélni	...
lehet	FIN INF		Lehet előre kalkulálni	.
lehet	FIN INF		Lehet rájuk várni	.
lehet	FIN INF	-	Lehet tőle tanulni	.
lehet	FIN INF		Lehet valakit pártfogolni	.
lehet	FIN INF		Lehet választani	.
lehet	FIN INF		Lehet ezen röhögni	.
lehet	FIN INF	-	Lehet tőle tanulni	.
lehet	FIN INF		Lehet a nyelvemmel olvasztani	.
lehet	FIN INF		Lehet látni	az ügyfelet egy ládában.
lehet	FIN INF		Lehet vele csurgatni	a vizet a táblára.
lehet	FIN INF		Lehet turkálni	a kosárban.
lehet	FIN INF		Lehet rá építeni	.
lehet	FIN INF	-	Lehet azt nálad tudni	?!...
lehet	FIN INF		Lehet tollal ölni	.
lehet	FIN INF		Lehet kulturálisan is cselekednünk	az életbiztonságunk védelmében.
lehet	FIN INF		Lehet tanulmányozva emlékezni	.
lehet	FIN INF		Lehet a még rémesebb felé csúszni	.
lehet	FIN INF		Lehet az archívumból életre kelni	.
lehet	FIN INF		Lehet a zsidóságot emlegetni	az életkudarc magyarázataként.
lehet	FIN INF		Lehet tehát több lovat is fogni	a kocsi elé.
lehet	FIN INF		Lehet tehát több lovat is fogni	a kocsi elé.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF		Lehet pedagógiai-erkölcsi bírálatban részesíteni	alsóbb szintű szerveket és vezetőket.
lehet	FIN INF		Lehet szavakkal ölni	.
lehet	FIN INF		Lehet persze a szögesdrót kerítés árnyékában természetlírát is művelni	.
lehet	FIN INF		Lehetett vele ( és a hozzá tartozó szaktudással ) működő diktatúrákat csinálni	.
lehet	FIN INF		Lehet tanulni	.
lehet	FIN INF		Lehet olvasni	.
lehet	FIN INF		Lehet dolgozni	.
lehet	FIN INF		Lehet szavakkal áttételesen ölni	.
lehet	FIN INF		Lehet kultúrává fejleszteni	a cenzúra művészetét.
lehet	FIN INF		Lehetett egymáshoz látogatóba menni	.
lehet	FIN INF		Lehet furcsa hálózatokat csomózni	keresztül-kasul a térségen.
lehet	FIN INF		Lehet válogatni	az árnyalatokban.
lehet	FIN INF		Lehetett velem beszélni	.
lehet	FIN INF		Lehet ilyen-olyan mentséget keresni	( “ a kifejezendők indokolják “ ) a metrikai vétségre.
lehet	FIN INF		Lehet csatlóssal járnom	...
lehet	FIN INF		Lehet fizetnem	!...
lehet	FIN INF		Lehet persze egyet-mást vagy akár sok mindent is vitatni	Szécsi Margit költészetéről beszélve.
lehet	FIN INF		Lehet persze egyet-mást vagy akár sok mindent is vitatni	Szécsi Margit költészetéről beszélve.
lehet	FIN INF		Lehet persze egyet-mást vagy akár sok mindent is vitatni	Szécsi Margit költészetéről beszélve.
lehet	FIN INF	-	Lehet mondani	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF	-	Lehetne valamit kezdeni	ezekkel a napokkal.
lehet	FIN INF		Lehet velem beszélni	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF		Lehet mondani	.
lehet	FIN INF	-	Lehet mondani	.
lehet	FIN INF	-	Lehetne valamit csinálni	.
lehet	FIN INF	-	Lehetne valamit kezdeni	a dresszekkel.
lehet	FIN INF		Lehetett volna fenyegetőzni	.
lehet	FIN INF		Lehetett volna fenyegetőzni	.
lehet	FIN INF		Lehet az önsajnálkozás révetegségébe takarózni	: úgyis “ egyedül vagyunk “.
lehet	FIN INF		Lehetett pingálni	őket...
lehet	FIN INF		Lehet osztozni	Cigánnyal...
lehet	FIN INF		Lehet tovább bányászni	.
lehet	FIN INF		Lehet osztozni	Cigánnyal...
lehet	FIN INF	-	Lehetett tárgyalni	velük.
lehet	FIN INF		Lehetett keresni	a felelősöket.
lehet	FIN INF		Lehetett választani	.
lehet	FIN INF		Lehet dolgozni	rajta.
lehet	FIN INF	-	Lehet itt lakni	és lehet itt élni.
lehet	FIN INF		Lehetett keresni	a felelősöket.
lehet	FIN INF		Lehetett választani	.
lehet	FIN INF	-	Lehet mondani	havi 7-800 forintot egy személyre.
lehet	FIN INF		Lehet dolgozni	rajta.
lehet	FIN INF	-	Lehetett tárgyalni	velük.
lehet	FIN INF		Lehet bennük költészetet csinálni	.
lehet	FIN INF		Lehet ezen mulatni	.
lehet	FIN INF		Lehetne erről beszélni	.
lehet	FIN INF		Lehetne persze grammatikaibb megokolást is találni	.
lehet	FIN INF		Lehet vitatkozni	velük.
lehet	FIN INF		Lehet a jó követelésében is hibázni	?...
lehet	FIN INF		Lehet szenvedni	egy mozdulatért is.
lehet	FIN INF		Lehet azt mondani	: úgy féltette a beteg feleségét.
lehet	FIN INF	-	Lehet így is becézni	.
lehet	FIN INF		Lehetett csinálni	a válaszfalakat.
lehet	FIN INF		Lehet mosolyogni	.
lehet	FIN INF		Lehetett volna röhögni	.
lehet	FIN INF		Lehetett engedni	anyjának.
lehet	FIN INF		Lehet mélyebbre esni	a földnél.
lehet	FIN INF		Lehet számítani	.
lehet	FIN INF		Lehet választani	.
lehet	FIN INF		Lehet róla verset írni	.
lehet	FIN INF		Lehet számítani	.
lehet	FIN INF		Lehet élni	hit és perspektíva nélkül.
lehet	FIN INF		Lehet élni	hit és perspektíva nélkül.
lehet	FIN INF		Lehet ezt persze kevésbé fellengzősen is fogalmazni	.
lehet	FIN INF		Lehet ezt persze kevésbé fellengzően is fogalmazni	.
lehet	FIN INF		Lehetett költészetről beszélni	.
lehet	FIN INF		Lehetne folytatni	tovább az idézeteket.
lehet	FIN INF		Lehet folytatni	.
lehet	FIN INF		Lehet vele szóba állni	ezután.
lehet	FIN INF		Lehet azt látni	...
lehet	FIN INF		Lehet nézdegélni	a panorámát...
lehet	FIN INF		Lehetett a Mestert a Sátántól megkereszteltnek látni	eszerint.
lehet	FIN INF		Lehet nézni	.
lehet	FIN INF	-	Lehetett találkozni	.
lehet	FIN INF		Lehetne aztán csámcsogni	rajta.
lehet	FIN INF		Lehetett kártyázni	.
lehet	FIN INF		Lehet biliárdozni	.
lehet	FIN INF		Lehet nadrágot vasalni	.
lehet	FIN INF		Lehet itt élni	.
lehet	FIN INF		Lehet kapni	.
lehet	FIN INF	-	Lehetni csinálni	.
lehet	FIN INF		Lehet bízni	a tapasztalatában is.
lehet	FIN INF	-	Lehetett akkoriban ezekről a dolgokról hallani	...
lehet	FIN INF		Lehetett apróra vagdalni	ezeket is.
lehet	FIN INF		Lehet látni	őket.
lehet	FIN INF		Lehet választani	.
lehet	FIN INF		Lehetne még neveket sorolni	erről.
lehet	FIN INF	-	Lehet kérdeni	mindent.
lehet	FIN INF	-	Lehet látni	.
lehet	FIN INF		Lehetett gondolkozni	eleget.
lehet	FIN INF		Lehetett látni	.
lehet	FIN INF		Lehet gondolni	.
lehet	FIN INF		Lehet ezt érteni	bármire.
lehet	FIN INF		Lehet egyetlen rudat markolva is élni	.
lehet	FIN INF		Lehet úgy is élni	.
lehet	FIN INF		Lehetett belőle tölteni	.
lehet	FIN INF		Lehet próbálni	.
lehet	FIN INF		Lehet elitkedni	.
lehet	FIN INF	-	Lehet mondani	.
lehet	FIN INF		Lehet indulni	haza.
lehet	INF FIN		Hallani lehetett	a tompa roppanást is.
lehet	INF FIN		Kérni azért lehet	.
lehet	INF FIN		Tanulni lehetne	tőle.
lehet	INF FIN		Hívni lehetett	.
lehet	INF FIN		Hallani lehetett	a tutulásukat.
lehet	INF FIN		Tanítani lehetne	a díszelgő századoknak.
lehet	INF FIN		Aludni talán lehet	tőle.
lehet	INF FIN		Dolgozni úgysem lehetne	.
lehet	INF FIN	-	Fürödni lehet	...
lehet	INF FIN		Emelkedni csak a kényszer hatására lehet	.
lehet	INF FIN		Dokumentálni is lehetne	.
lehet	INF FIN		Álmodni lehet	...
lehet	INF FIN		Pihenni alig lehetett	.
lehet	INF FIN		Készülni is lehetne	valamire...
lehet	INF FIN		Vágni lehetett	a füstöt.
lehet	INF FIN	-	Írni mindenütt lehet	és minden körülmények között.
lehet	INF FIN		Járni lehetett	a megjegesedett hó tetején.
lehet	INF FIN		Ölni utólag is lehet	.
lehet	INF FIN		Kitérni előle egyetlen esetben lehet	csak: ha a megszólított költő kilép a “ szentek közösségéből “.
lehet	INF FIN		Látni is alig lehetett	a lepke nagyságú pelyhektől.
lehet	INF FIN		Elveszni lehet	benne vagy csakazértis megmaradni.
lehet	INF FIN		Föltámadni igazán csak versekben lehet	.
lehet	INF FIN		Látni is alig lehetett	a lepke nagyságú pelyhektől.
lehet	INF FIN		Építkezni csak jó lelkiismerettel lehet	.
lehet	INF FIN		Hallani lehet	a szél szopránját s a tébolyét.
lehet	INF FIN		Hajtani is csak lépésben lehetett	ilyenkor.
lehet	INF FIN		Építkezni csak jó lelkiismerettel lehet	.
lehet	INF FIN		Hallani lehet	a szél szopránját s a tébolyét.
lehet	INF FIN	-	Morzézni is lehet	vele.
lehet	INF FIN		Érezni lehetett	a nagy sietést...
lehet	INF FIN		Támaszkodni lehet	csak benne meg görnyedni fárasztóan.
lehet	INF FIN		Folytatni csak így lehet	az életünket...
lehet	INF FIN		Különbözni csak közös nyelven lehet	.
lehet	INF FIN		Hazudni csak mindig lehet	.
lehet	INF FIN		Remélni lehet	a legjobbakat.
lehet	INF FIN		Cigarettázni mindenhol lehetett	.
lehet	INF FIN	-	Lebukni csak ágyban lehet	.
lehet	INF FIN		Nevetni is lehet	rajta.
lehet	INF FIN		Félni lehet	tőle.
lehet	INF FIN		Hülyéskedni lehet	velük.
lehet	INF FIN		Lopni mindenütt lehet	.
lehet	INF FIN	-	Lebukni csak ágyban lehet	.
lehet	INF FIN		Nevetni is lehet	rajta.
lehet	INF FIN		Undorodni lehet	tőle.
lehet	INF FIN		Bízni lehet	bennük.
lehet	INF FIN		Vágni lehet	a füstöt.
lehet	INF FIN		Kitartani ezt úgysem lehet	...
lehet	INF FIN		Elválni még mindig lehet	.
lehet	INF FIN		Táncolni lehetne	a C-dur praeludiumot is.
lehet	INF FIN		Érteni csak magyarul lehet	.
lehet	INF FIN		Tapintani lehetett	a nézőtér pulzusát.
lehet	INF FIN		Vágni lehetett	a füstöt.
lehet	INF FIN		Enni papírból is lehet	.
lehet	INF FIN		Őrizni belül lehet	.
lehet	INF FIN		Csókolódzni az utcán is lehet	.
lehet	INF FIN		Inni állva is lehet	.
lehet	INF FIN		Mozdulni nemigen lehetett	.
lehet	INF FIN		Folytatni lehet	csak: másként folytatni.
lehet	INF FIN		Ölni is lehet	a szerelemben.
lehet	INF FIN		Túlórázni csak a szakszervezet hozzájárulásával lehet	.
lehet	INF FIN		Folytatni lehet	csak: másként folytatni.
lehet	INF FIN		Ölni is lehet	a szerelemben.
lehet	INF FIN		Túlórázni csak a szakszervezet hozzájárulásával lehet	.
lehet	INF FIN		Hinni mindenben lehet	.
lehet	INF FIN		Félni elementárisan lehet	.
lehet	INF FIN		Fütyülni is lehet	.
lehet	INF FIN		Borotválkozni is lehet	benne.
lehet	INF FIN		Hinni lehet	neki.
lehet	INF FIN		Hinni mindenben lehet	.
lehet	INF FIN		Hinni mindenben lehet	.
lehet	INF FIN		Vágni lehetett	a levegőt.
lehet	INF FIN		Félni elementárisan lehet	.
lehet	INF FIN		Fütyülni is lehet	.
lehet	INF FIN		Támaszkodni lehet	rá.
lehet	INF FIN		Tanítani lehetne	.
lehet	INF FIN		Sétálni temetőben lehet	csak igazán.
lehet	INF FIN		Fokozni azért mindig lehet	.
lehet	INF FIN		Érezni még lehet	...
lehet	INF FIN		Elválni odakint mégse lehetett	.
lehet	INF FIN		Bízni lehet	az emberekben.
lehet	INF FIN		Tiltakozni valami új rossz ellen kétféleképp lehet	.
lehet	INF FIN	-	Fényképezni embert csak emberközelből lehet	.
lehet	INF FIN		Írni csak másoknak lehet	.
lehet	INF FIN		Hazudni elhallgatva is lehet	.
lehet	INF FIN		Irigyelni lehet	.
lehet	INF FIN		Fürödni lehetne	a Dunában is.
lehet	INF FIN		Megszeretni egy óra műve ( és tartama ) lehet	.
lehet	INF FIN		Utálkozni tűrhetetlenül csak saját országunkban lehet	.
lehet	INF FIN		Írni csak a magunkkal hozott rátéttel lehetett	rajtuk.
lehet	INF FIN		Koldulni lehetett	volna benne.
lehet	INF FIN		Hinni lehet	a szavuknak.
lehet	INF FIN		Kizsákmányolni nemcsak pénzzel lehet	.
lehet	INF FIN		Vizsgázni csak Pesten lehetett	.
lehet	INF FIN		Érezni lehetett	.
lehet	INF FIN		Üldögélni fény nélkül is lehet	.
lehet	INF FIN	-	Vitatkozni lehet	.
lehet	INF FIN		Imádkozni otthon is lehet	.
lehet	INF FIN		Beavatkozni a per menetébe csak az első fordulóban lehet	.
lehet	INF FIN		Dirigálni a hátsó ülésről is lehet	.
